Joana Nunes,2,X,1,X2,X,2,X2,X,1X2
Filipe Morais,X,1,X2,2,1X,1,1,X,2
Luisa Bastos,1,1,X2,1X2,2,2,1,1,X2
Helena Trindade,X,2,2,12,X2,1,1X,1X,1
Ana Bastos,2,1X,2,X,2,1,X,1X,1
Joao Gomes,1X,X2,X2,X,1X,X2,X,1X,X2
Carlos Trindade,1,12,1,1X2,1,2,1X2,1,2
Luis Teixera,2,X,2,1,1,2,12,X,2
Luis Santos,X,1,1,2,X,2,1X,1X,2
Helena Andrade,1,1X,2,1,1,1,2,2,2
Joana Gomes,2,2,1,X2,1,X,2,1,1X2
Carla Pinto,1X,2,1,X,2,1X,1X2,X,X
Helena Lopes,2,1,X,X,2,1X2,1X2,12,X
Eduarda Batista,2,2,1,2,1,X,2,2,1X
Daniel Rodrigues,X,2,1X2,2,X,X,2,X,1
Filipe Rodrigues,1X,X,X2,1X,X2,1X2,1X,X,2
Filipe Pinto,1,X,2,12,X,1X,1,2,1X
Eduarda Salgado,X,2,X,X2,X,X,2,X2,1
Antonio Rodrigues,X2,1,1,1,2,2,1X,12,X
Filipa Pinto,X,X,12,2,1,1X,2,2,1
Carlos Andrade,1,1X,2,X,X,X,X,X,2
Antonio Andrade,1,X,2,2,1,X,1,12,12
Antonio Trindade,1,1X,1X,1X,12,1,2,2,12
Eduarda Andrade,1,2,1,1X,X,X,X2,2,1
Beatriz Aguiar,X,1,12,1,X2,1X2,2,X,1X
Filipa Nunes,2,2,X,2,1,1,2,1,1X
Luisa Abreu,12,X2,2,1,2,X2,1X,12,2
Bernardo Gomes,12,1,2,X,X2,1,1,2,1
Joao Nunes,1,2,12,X,1X2,2,1X,1,X2
Daniela Seabra,1,X2,2,X2,2,2,X2,2,1X2
Joao Lopes,X,1X2,2,1,1,1X,2,2,2
Bernardo Pereira,X,1X2,X,1,X,1,1,2,12
Beatriz Morais,2,X,1,X2,1,1,X,2,X2
Joana Seabra,1,1,X,1,1,X2,2,X,2
Eduarda Rodrigues,2,1X,X,1,1,X,1,X,1
Ana Seabra,X2,X,X,X,2,1X,2,2,1
Joana Teixera,1X,2,2,1,2,1,1,1,X
Luisa Salgado,X,X,X,12,2,1,X,X,2
Eduarda Lopes,2,X,2,X,2,1X,X,X,X
Carla Pinto,1,X,2,1X,2,1,1X,1,12
Eduardo Abreu,X,2,1,2,1,12,X,2,1
Eduardo Bastos,2,1X,X,1,2,X,1,1X,1
Eduardo Bastos,12,12,1X,X,X,X,1X,X,2
Luis Pinto,X,2,1X2,X,2,X,2,1,X2
Luis Morais,12,2,X,X2,1X,X2,1,X,1X
Luisa Batista,1X,X,12,X,1,2,1,12,X2
Helena Trindade,1,X,12,12,12,1,1X2,1X,12
Filipe Batista,X,1,1X,2,2,1X,1X,12,2
Filipe Lopes,1,1,X2,X,1X,1X,1,12,X
Eduardo Rodrigues,2,2,1,1,X,X,1,1,12
Carlos Seabra,2,2,2,2,2,1,1,12,X
Ana Trindade,X,1,1X,1,X,2,1,X,12
Carla Abreu,X,X,2,1,1,1,X2,1,2
Antonio Santos,2,X,X,X,1,2,X2,2,1
Carlos Pereira,12,X,X,X2,1X,X,X,12,1
Joao Lopes,X2,1X2,1,2,1,X,1X2,X,X
Joana Teixera,X,1,X,X2,X,X,2,X,12
Eduardo Teixera,1,X,X2,2,1X2,1,1X,1,2
Antonio Trindade,X,1,1X,X,2,X,1,X,1
Eduardo Aguiar,2,1,X2,1,2,X,X2,1X2,1
Eduarda Pereira,X,1X,12,2,X2,X,1X2,X2,1
Ana Rodrigues,X,2,2,X,2,X2,2,X,1
Carla Salgado,1,X2,12,X2,1X,12,X,1,1
Carla Morais,1,12,X,X,2,1,2,1X,1
Carla Rodrigues,X,2,1,2,2,12,X2,1,X
Daniel Lopes,12,2,2,X2,X,1X2,1X2,2,1X2
Carlos Bastos,2,1,2,1,1X2,12,X,X,X
Beatriz Nunes,X,X2,1X,2,1X,X,1,1,2
Eduardo Morais,2,X,2,X,12,1,X,1,X
Joao Gomes,2,X,2,1X,X,1,12,X,2
Eduarda Trindade,1,X,1X2,X,12,2,1,X,1
Eduarda Rodrigues,X2,2,12,12,X2,1,2,1,X
Daniel Teixera,2,1X,1X,12,2,1,X,2,X
Carla Pinto,1,2,1X,X,X2,2,X,X,12
Eduardo Gomes,X,1,X2,1,2,1,2,1,X2
Daniela Batista,1,X,2,2,X,2,X,2,1
Antonio Morais,X2,1X,2,1X,1,1,1,X2,1
Helena Santos,1,1,1,2,1,X,X,12,1X
Joana Bastos,2,X,12,1,12,1X2,X,X,2
Joana Seabra,1,X,12,1X2,2,X2,X,2,X2
Joao Seabra,12,X,X,X2,X,1,1,X,X
Ana Andrade,1,1X,X,X,1,X,X,2,2
Luis Bastos,2,2,X2,X,2,1X,1,1X2,12
Ana Aguiar,X,1,2,1,X,1,2,X2,1X
Filipe Morais,1,X,2,X,1,X,X,X,X2
Luisa Trindade,X2,X,2,1,2,2,1,2,1
Joana Nunes,12,1,1,1,X,2,2,1,X
Beatriz Pinto,1,1X,1,12,1,2,1,X,2
Bernardo Seabra,2,X,12,X,2,1,1X,1X,1X
Luisa Morais,1,1X,X,X,X,12,X,X,1
Luisa Morais,X,12,2,1X,X2,1,2,1X,2
Carla Salgado,12,1X2,X,X,12,1,X,X,2
Eduardo Nunes,1,1,2,1,1,X,X,1,1
Antonio Andrade,X2,2,X,12,X,X,12,1,X
Joao Seabra,2,X2,1,X,X,1,2,1X2,2
Luisa Santos,1,X,X,1X2,1,X,1,X,1X
Carla Teixera,2,1,1,1,X,1X2,12,2,12
Helena Batista,1,2,2,1X,2,1,1,1,2
Filipe Rodrigues,2,1,X,2,1,X,1X,1X,1
Filipe Trindade,2,2,2,X2,12,X,2,X,X2
Luis Salgado,1X,2,2,1,1,1,1X,1,1X
Daniel Rodrigues,2,X2,X,12,1X,1,X2,2,1X
Joana Abreu,2,1X,2,X,X,2,X2,12,1X
Bernardo Bastos,X,2,2,2,2,1,X2,X,X
Luisa Aguiar,12,1,X2,2,2,1X,1,12,1
Carlos Andrade,1,X,X,2,X,2,1X,1,X
Carla Pinto,2,1,X2,1,1,2,X,12,2
Antonio Teixera,X,X,X,2,12,1,2,1,X
Carlos Andrade,1X,X,X,2,X,2,X,1X,1
Bernardo Trindade,X,1X,X,1X,2,X,X,2,12
Filipe Teixera,X,12,2,X,2,2,X,X,1
Eduardo Santos,X2,X2,1,1X,X2,2,2,1,1
Antonio Batista,1X,2,1,2,1X2,12,2,X2,X2
Beatriz Teixera,X2,X,1,1,X,1X,X2,2,1
Bernardo Gomes,X,X,X2,X,2,2,X,12,X
Eduarda Morais,2,X,X,X,X,2,1X2,12,1
Carla Pereira,1X,2,2,2,X,X2,1,X2,X
Ana Trindade,2,X2,1,2,1X,1,X,X,1
Luis Gomes,X,1,X,1,12,X,X,1,1
Helena Andrade,1,1,1,X2,1,2,1,1,1
Joao Trindade,X2,1,2,X,1X,1,12,X2,1
Eduarda Pereira,1,X,2,1,1,1,X,12,2
Ana Abreu,X,12,2,2,1X2,X,X,1,1
Eduardo Trindade,X,2,1,X,2,1X2,X,1,X
Bernardo Morais,X,1,12,12,X,X2,X,12,X
Antonio Nunes,12,12,1X,X,1X,X,1,1X2,X
Helena Morais,1X2,12,1,X,X,1X2,2,1,2
Filipe Lopes,12,X,X,X,1,1,2,X,X2
Eduarda Andrade,X,1X,1X,X,2,X,2,1X,2
Daniel Bastos,1X,12,2,2,X,X,X,1,2
Daniel Teixera,2,X2,2,2,X,X,2,1,X
Eduarda Batista,2,X,1X,1,2,1X,X2,1,2
Antonio Lopes,2,2,X2,1X,1,1,X,1X,X
Carla Bastos,1,1,1,X2,2,1X,2,2,12
Luisa Lopes,1,X,1,2,2,1,1,2,1
Daniel Bastos,X,X,1,1X,2,1,X,2,X
Joao Rodrigues,1X,1,X,2,2,X,2,1X,2
Carlos Lopes,X,12,X2,2,1,X,12,12,1
Daniel Abreu,X2,X,1,X2,2,1X,1,1,1
Joana Andrade,1,2,1,X,1X,12,1X,2,X
Filipe Rodrigues,X2,1,1,X,1X,X2,12,2,X2
Daniel Teixera,12,1,1,X2,X,2,12,X,1
Carlos Trindade,X,1,1,1X,2,1,2,X2,X2
Filipe Aguiar,12,1,2,X,2,1,1,X2,2
Daniel Pereira,2,2,X,1,X,X,X,X2,1X2
Carla Bastos,X,2,2,1X,12,1X2,X,1X,1
Beatriz Abreu,X,1,X,1,1,1,12,12,X
Antonio Abreu,2,X,X,1,1,1X,2,X,1
Luisa Salgado,X,1,2,X2,1,1,2,X2,X
Luisa Bastos,X,X,X,X,X,1,1,X2,1
Joao Andrade,1,1,X,X,X,1,2,1X,2
Luisa Gomes,2,X,12,2,1,X,1,1,2
Daniela Pinto,1,1X,X,X,X,1X2,1,2,X
Antonio Nunes,X,2,1,2,1X,X,X,1,1
Filipa Nunes,1X2,X,2,1,2,1X,X,2,1
Beatriz Teixera,X,1,12,2,X,X,1,X,X
Beatriz Teixera,1,X2,1,1,1,1,1,2,X
Joana Gomes,1X,2,X,12,2,X,1X,1,2
Filipe Aguiar,1,X,X,2,X,1X,X,1,12
Luis Gomes,X,1,1,1,X,X2,X,1,12
Beatriz Bastos,X,1,X,12,1,1,1,1,2
Eduarda Salgado,1,2,1,X,2,1,1,12,X
Eduarda Teixera,X,X,2,12,2,1,2,12,X
Bernardo Rodrigues,2,X2,X2,12,X,X,X,2,X
Ana Abreu,X,X,12,X,2,12,1,1,1
Joana Rodrigues,1X,1,2,1,X,1,1,X,X
Bernardo Trindade,X,1X2,2,2,1,X,1,X2,X
Joao Pereira,X,2,2,X,2,2,X,X,X
Helena Trindade,2,12,2,2,X2,1X,2,1X,X
Ana Seabra,1X,2,X2,X,12,1,X2,X,2
Filipe Bastos,X,2,2,1,1X,X,1X,X,X
Daniel Salgado,X2,1,2,1,1X,1,X,1,1X
Joao Aguiar,X,1,1,2,X,2,2,2,X
Daniel Andrade,2,2,2,2,1,1,2,X,X
Joana Salgado,1,X,X,1,1X,1,X,2,1
Bernardo Batista,1,1,2,2,2,X,2,X,X2
Joana Andrade,12,X,1X,X2,X,2,2,1,X
Filipa Teixera,X,1,1,2,X2,12,X2,2,X
Filipa Nunes,X,2,X,1,X,1,12,X,2
Luisa Teixera,2,2,X2,1,2,X,2,1,X2
Daniela Bastos,X,X,X,12,X,X,2,1,1
Ana Santos,X,1X2,2,1X,12,1X2,X,1,12
Luis Trindade,2,X2,1,1,X,2,X,1,1X
Ana Santos,2,1,X,2,2,X,1,1,1
Bernardo Batista,X2,1,X,X2,1,X,2,2,1
Luisa Lopes,X2,X2,X,2,1X2,1X,1,2,1X
Antonio Gomes,12,X,1,X2,2,1,2,1,2
Carla Gomes,X,X,1,X,12,X,1X2,1,2
Carlos Batista,2,1X,X,X,X2,X,X,2,1
Carlos Lopes,1,X,1,X2,1X,12,X,X,X
Carlos Nunes,12,X2,2,1,X2,1,X,1,2
Daniela Pereira,1X,2,1,12,12,X,X2,1,12
Ana Pereira,1,X,1X2,1,1,2,1,1X,X
Antonio Pinto,X2,2,1,1,X,1,X2,X,2
Luis Santos,2,2,X,X2,12,X,2,2,1X
Luisa Seabra,X,1,X2,X,X,12,X,1,1
Luis Lopes,X,X2,X,2,1,1,X,2,X
Eduardo Salgado,12,2,1X,2,X,X,1,1X,1
Joana Nunes,X2,X2,12,X,X,1X2,1,2,1
Daniel Pereira,1,X2,12,1,1,1X,2,2,X2
Filipe Pereira,1X2,2,X,2,1,2,1,2,X2
Eduarda Morais,1,2,2,1,X,1,1X,X,X
Daniela Aguiar,1,12,1,2,X,1,12,1X2,1X
Helena Abreu,12,1X,X,X,2,1X,2,12,X
Filipa Pinto,12,1,1,2,1X,X2,1X,X,2
Luis Aguiar,12,X,2,1,12,1X2,1,1X,X
Carlos Santos,1,2,1,1,2,2,12,12,1
Carlos Santos,1,X,1,2,1X,X,1,1,1
Carla Andrade,1X2,X,2,1,2,X,1X,X,X
Daniel Teixera,1,2,2,2,1X,2,X,1X,1
Joana Batista,2,1,X,X,1X,1X,12,1,1X2
Ana Salgado,1,X,1X,12,X,12,12,1,1
Daniel Lopes,X,1,12,12,X,12,X,1X2,X
Joana Abreu,1,2,X2,1X,X2,1,1X,X,2
Eduarda Bastos,1X,2,X2,X2,1,1,2,1X2,X
Helena Aguiar,2,1,2,1X,1X,12,1,X2,2
Eduardo Pereira,1X,X,X,12,12,1X2,2,2,2
Eduarda Teixera,1X,2,X,1,12,12,1,2,X
Luis Morais,1,2,X,1,1X2,2,2,1,2
Filipe Batista,2,X,1,2,X2,2,X,2,2
Joana Pinto,2,1,2,X,12,X2,X,X,X
Filipe Seabra,1,1,2,1X,1X,2,X2,2,X
Eduarda Seabra,12,X,2,1,2,X2,1X,X,12
Ana Aguiar,X,2,2,1,2,1,12,X,1
Luisa Abreu,1,X,1X,X2,1,1,12,2,2
Luisa Trindade,2,X,1,X2,12,1,2,2,X
Filipe Andrade,X2,X,1,2,1,2,X2,2,1
Eduarda Andrade,2,1X,2,2,1,X,X,1X,2
Eduardo Morais,2,X,2,X,X,12,X2,2,X
Carla Salgado,2,X,12,2,1,1X2,X,12,12
Filipa Andrade,12,2,X,X,1,X,2,X,1X2
Daniel Nunes,1X,1,1X,X,1,X2,2,1,X2
Luisa Seabra,2,1,2,2,X,X,X,1,1
Daniel Trindade,1,2,2,1,2,X,X,1,2
Carla Morais,2,X,2,1,X,1,X2,12,X
Filipe Bastos,X2,2,1,2,2,2,X,2,1
Daniel Morais,2,X2,X,1,2,1,X,X,2
Helena Aguiar,2,X,X,1,1X,12,2,X,1X
Antonio Gomes,1X,X,X,X,1,1X2,X,2,X
Carla Gomes,X2,X,X2,X,12,X,X,1X,X
Carlos Nunes,1,X2,1,2,2,X,1X,X,X2
Daniel Trindade,12,X2,12,X2,2,12,X,1,2
Filipa Batista,12,2,X,2,2,X,X,2,X
Ana Teixera,1,1,2,2,X,1X,X,1,2
Joao Pinto,1,X,12,12,12,X,1,2,X
Eduardo Pereira,12,1X,1X,1,1,1,1,12,X2
Daniela Teixera,2,1,X,2,2,X,2,12,X
Ana Pereira,X,1,2,1,2,1,X2,X,1X
Antonio Pereira,2,X,1,X,X,1,1,1,1X
Daniela Andrade,2,X,1X,2,12,X,2,2,2
Carla Seabra,1X,X2,1,1,X,1X2,2,X,2
Daniela Trindade,2,2,2,2,X,X2,1,1,X
Antonio Aguiar,2,2,X,1,1X,1,X,1X,X
Ana Abreu,12,1X2,X2,1,X2,X,2,1,X2
Bernardo Salgado,2,X,X2,X,12,2,X,2,1
Daniela Bastos,X,X,X2,2,12,2,1X2,1X,2
Beatriz Pereira,1X,1,X2,1,X2,X,X,1,1
Luis Andrade,X,1,1,1X,1X,X2,1,X2,X
Carla Trindade,1,X,2,X,X,1X,1,X2,1X
Beatriz Santos,X,1X,X,X,2,2,1X,X,X
Daniela Bastos,1,1X2,2,X,2,X,2,1,X
Luisa Pereira,2,1,1,X,1,1,2,X,X
Carlos Gomes,1X,2,2,X,1X,1X2,X2,X,X
Daniel Pinto,2,X,X,X,1X,1,1,1X,X2
Helena Salgado,X,1,1X,X2,12,12,2,12,1
Luis Rodrigues,X,1X2,X,X,X,X,1,1,1
Antonio Gomes,1X2,2,2,X,X,1X2,12,X2,12
Eduardo Aguiar,X2,1,X,X,2,1,1,2,X
Eduardo Nunes,2,X2,X2,2,12,12,1,1,12
Filipe Nunes,1,2,1X2,1,X,2,1,X,1
Eduarda Andrade,X,X,X,2,1,1,X2,X,X
Luisa Trindade,2,X,12,X,X,X,X2,2,2
Antonio Seabra,2,1X,X,2,2,12,X2,X,X
Daniela Trindade,X2,X,12,X,X,1X,X,1,X
Luisa Lopes,1X,2,X,X,1,X,1X,1,X2
Luis Rodrigues,X,X,1,X,X,2,1,X,X
Filipe Lopes,1,1,1,2,X,12,2,1X2,2
Antonio Seabra,2,2,1,1,X,1,X,1,2
Daniela Nunes,1,2,12,X,X2,2,X,1,12
Bernardo Pereira,2,1,1,X,X,2,X,1X,2
Helena Pereira,X,X,X,X2,1X2,1,X,1,X
Eduarda Rodrigues,1,12,1,1,X,12,X,12,X
Daniela Bastos,1X,X,X2,X,1,1,X,X,1X
Carla Batista,2,1,X,X,1X,X,2,1,1X
Carlos Rodrigues,1,2,X,X,2,1X,12,12,X
Filipe Aguiar,12,X,1X,X2,X2,X,1,2,1
Bernardo Bastos,X,1,X,12,1X2,1,1X,2,1
Carla Trindade,2,X,2,X2,12,2,1,X,2
Daniela Andrade,12,1,X,2,X,1,X,1,2
Filipe Trindade,X2,X,12,X,2,X,X,X,1
Joana Andrade,1,2,12,2,1,1X,X,1,1
Beatriz Pereira,2,2,1X,2,X2,2,X,2,2
Eduarda Gomes,X,12,12,X,1X2,2,X,X,12
Joao Lopes,1,X,X,1,X,2,X,X,12
Filipa Bastos,X,X,2,1,X2,X2,X,X,1
Eduarda Abreu,X,1,1X2,X,1X,1,2,X,X
Luis Andrade,2,X,1X2,12,1,1,2,1,X
Carlos Lopes,2,1X2,1X2,2,1,1,1,1,2
Beatriz Pereira,X,1,1X,X2,1,2,X,12,2
Filipa Pereira,2,X,X,X,1,X2,2,X2,X2
Helena Seabra,1X,1,X,2,1X,1,X,2,12
Bernardo Santos,2,12,1X,1,12,1X,12,1,12
Antonio Seabra,X,1,1X2,2,1,1,1,2,1X
Filipa Batista,X,X,1X,2,12,X,12,X2,12
Luisa Lopes,2,X,2,12,1,1,2,1,X
Joao Salgado,2,X,1X,2,X,12,1,X2,2
Eduardo Rodrigues,12,X,1,X2,1,X,12,1X,1X
Carlos Salgado,1,2,X,1,2,1,2,1,X
Carla Nunes,X,X,2,2,X2,X,2,1,12
Joana Salgado,2,1,1,X,1X,2,12,2,X2
Luis Teixera,X,1,1X,2,2,X,1,X,X
Carla Morais,X,X,1X,X,X,1,X,X,12
Eduardo Andrade,2,12,1,X,12,X,1,12,2
Helena Pinto,1,2,X,1,X,X,2,2,1
Eduardo Pinto,X,X2,1X2,X,2,X,1,X2,1
Luis Abreu,X,X,X,X,2,X2,1,X,2
Daniela Lopes,2,X,2,1,2,X,X,2,2
Carla Andrade,1,X2,2,2,2,1X,1,2,1
Carlos Abreu,2,1,1,12,X,2,2,X,12
Joana Bastos,1X,1,2,1X,X,2,X2,X,1
Daniela Seabra,1,X2,X2,X,2,1X,1,1X,2
Joao Teixera,2,X,X,12,2,1,1X,1X,1X2
Joana Pereira,1,X,1,1,1X,X,1,1X,1
Filipa Santos,12,X,1,1X,1X,X,1,X,1X
Carlos Trindade,X,2,12,12,2,12,2,X,2
Helena Pereira,2,1,2,X,1,1,2,12,1
Antonio Abreu,2,X,X,X,X,2,X2,1,X
Beatriz Abreu,X,2,2,1,X2,X,2,1,2
Bernardo Trindade,2,1,1,1,1X,X,X2,1X,X
Bernardo Batista,12,1,X,2,1,X,2,X2,1X
Joao Aguiar,1,1,2,1,2,X2,1,1,1X
Filipa Pereira,12,X,2,X,2,2,12,2,2
Daniel Seabra,X2,1,X2,X,2,X,2,1,2
Bernardo Seabra,2,X,1X,2,X2,1,2,X,1
Antonio Nunes,2,1,2,2,1,X2,2,X,12
Eduardo Teixera,2,X2,1,X,1,1,X,12,X
Carla Batista,1,X2,2,2,X,X2,X,2,X2
Ana Andrade,1X,1,1,X2,2,X,1,X2,12
Antonio Nunes,1,X,1X,2,1,2,1,12,1X
Eduarda Bastos,2,1,X2,X2,X,1,1X,X,1
Eduardo Teixera,12,1,X2,X,X,12,X,2,1X
Carla Lopes,X,X,2,2,2,1X,12,X,1
Carla Teixera,X2,X,1,X2,X,1,1X,12,1X
Helena Santos,12,X2,1,X,1,1X,X2,2,X
Helena Aguiar,2,2,2,2,X,1,X2,1X,1
Eduarda Rodrigues,2,2,X,X2,1,1,12,1,2
Eduardo Teixera,1X,1,X,X,X,X2,X,2,12
Luisa Lopes,1X,1X2,X,12,X,2,X,2,1
Filipa Andrade,X2,1,X,1,2,12,2,X,X2
Ana Seabra,1X,1,1,1X,X,X,X2,2,2
Luis Abreu,1,X,1,2,X2,2,1X,1,1
Joana Rodrigues,2,X2,2,2,1,12,1,2,1
Carla Rodrigues,1,X,1,2,12,2,X,2,X
Carlos Nunes,2,X,1X,X,2,X,X,X,X
Filipa Morais,12,X2,X,2,2,X,1X,X,1
Helena Santos,1,1,X,1,X,1,12,12,1
Carlos Morais,X,1X2,X,1,X,1,2,1X2,1X
Ana Gomes,1,X,2,1,2,1,X,2,12
Filipe Batista,X2,2,X,X,X,1,X2,1X,X
Ana Lopes,X,12,1X,1,12,1,X,12,1
Joana Seabra,1X,1,2,X,1,X2,1X,1,X
Eduarda Morais,X2,1,1X2,1,X,2,2,2,X
Carla Gomes,X2,2,2,2,2,X2,2,2,X
Eduarda Teixera,2,1,2,1,1,X,X,2,12
Filipa Teixera,1,1,1,1,2,12,X,2,1X
Bernardo Salgado,X,12,2,X,X2,1X2,1,2,1X
Luis Salgado,X,1X,1,X,1,X,2,1,1
Daniel Andrade,X,2,2,1,2,X2,X,X,1
Bernardo Seabra,2,X,1,2,X,X,12,1,1X
Helena Lopes,1,X,1,1,1X,2,1,1,X
Joao Teixera,X,X2,1X,2,12,X,12,2,X
Bernardo Aguiar,2,1,12,X,2,X,1,12,2
Carlos Aguiar,2,1,2,1,1X,1,X2,2,2
Eduarda Batista,1,X,1,X,2,X,12,1,12
Eduardo Trindade,1,12,1,1,2,2,X2,X2,2
Joana Pereira,2,X,2,12,1X2,1,2,X,12
Filipe Seabra,12,1X,X,X,X,12,12,1,12
Eduardo Andrade,1X2,2,1,X,X,1,1X,1X,1
Filipe Lopes,X,X,X,X,1X2,X,X,X2,1X
Beatriz Lopes,X,1X,2,X2,X,2,2,X,X
Eduarda Salgado,1,1,1,1,2,X,2,1,1
Filipe Andrade,X,1X,1X,2,X,2,X,X,12
Joana Pereira,2,2,X,X,1,X,12,2,X2
Beatriz Pinto,2,X,X,X2,2,X,1,X,1
Joana Bastos,1,X2,12,2,1,1X2,X2,X2,12
Eduarda Rodrigues,1,2,12,2,2,1,X,1,1X
Antonio Aguiar,12,X2,X,1,X,1,2,1,1
Joana Pinto,1X2,2,1,1X,X,X,X,X,1X2
Joao Andrade,1X,2,2,1,X,2,1,2,X2
Carla Pinto,X,1,2,2,12,X,X,1,X
Beatriz Santos,12,2,2,1,1,2,2,X,1X2
Filipa Teixera,X,X,12,1,1,X,X,2,X
Daniel Santos,1,1,X2,1,1,1X,2,X,X
Joana Pinto,X,2,1,X,X,X,2,2,X
Ana Rodrigues,1X,1,X,X2,12,12,2,1X,1
Daniela Rodrigues,12,1X2,X,1,2,1,X,2,2
Joana Pereira,X,1,1,X,X2,1,X,X,1
Helena Bastos,1X,2,1,2,X,1,1X,1,X2
Joao Andrade,2,X,2,2,2,2,1,1X,2
Bernardo Nunes,1,2,1X,X,X,2,1,1,X2
Filipa Salgado,2,2,X,1,1X,1,X,2,1X
Bernardo Teixera,1,X,1,1,1,X,1,X,X
Carla Batista,X2,2,X,X,2,2,1,2,X
Filipa Andrade,2,X,1,1,1,2,2,1,1
Filipa Morais,1X,1,1,X,1X,1,1,X,1X
Daniela Abreu,1X,2,1X,2,1X,X2,X,X2,X
Ana Lopes,2,1,X2,X2,X,1,2,12,1X
Joana Pinto,2,2,X2,X,1X,1,2,1,X
Antonio Seabra,1X2,X,X,12,X,1X,1,1,X
Eduarda Pinto,1,1X,1X,1,1X,X2,2,1,2
Carla Pereira,1,1,1,X,1,X,1X2,1,2
Filipa Santos,1,X,1,1X,X,1X,1X,X,X
Filipe Bastos,X,2,X,X,1,X,2,12,1X
Joana Bastos,1X,X,1,X,2,1X,X2,X2,X
Carlos Batista,1X,X,12,1X,X2,1,1,2,X
Ana Salgado,X,1,1,1,2,1,1,X2,1
Carlos Pereira,X,1,X,2,X,1,1,12,2
Daniela Seabra,X,2,X,X,1,2,1,X,2
Joao Bastos,X,1X,1,2,1X,12,2,2,X2
Daniela Rodrigues,X,1X,1,1,X2,X,2,1,12
Eduarda Teixera,1,X,1,1,12,2,1X,2,X
Eduardo Teixera,1,1X,2,1,X,12,1,1,1
Eduardo Rodrigues,1X,1,12,1X,2,2,1X,2,2
Filipe Batista,X,X,2,12,1,1X,12,X,X
Beatriz Aguiar,1X,2,2,X2,2,X,1,1,1
Carlos Bastos,1,2,X,X,1X,1,X,1,X
Carlos Gomes,1,2,1,12,X,1,X,2,1
Luis Santos,X2,X,X,X,1,X,1,2,1
Eduardo Salgado,1,1,1,1,X,1,2,2,X
Joao Pinto,12,2,X,12,1,X,X,X,X2
Beatriz Pereira,X,1,1X2,2,1,12,X,2,1
Antonio Abreu,1X,1,1,X,1,2,12,1,12
Luisa Pinto,2,X,X,2,1X2,2,X2,2,2
